geneId,msEntrez,geneSymbol,DSI,DPI,diseaseId,diseaseName,diseaseType,diseaseClass,diseaseSemanticType,score,EI,YearInitial,YearFinal,NofPmids,NofSnps,source
130,11656,ADH6,0.834,0.207,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2013,2013,1,0,BEFREE;PSYGENET
131,11656,ADH7,0.656,0.448,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.36,1,2004,2015,8,1,BEFREE;PSYGENET
150,229665,ADRA2A,0.633,0.414,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.32,1,2008,2012,2,1,BEFREE;PSYGENET
163,11818,AP2B1,0.773,0.241,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.01,1,2010,2010,1,0,BEFREE
177,11835,AGER,0.472,0.724,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.01,1,2014,2014,1,0,BEFREE
183,11846,AGT,0.406,0.862,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.01,1,2009,2009,1,0,BEFREE
216,109900,ALDH1A1,0.515,0.724,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.38,1,1983,2015,10,3,BEFREE;LHGDN;PSYGENET
217,109900,ALDH2,0.481,0.862,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.7,1,1991,2018,118,3,BEFREE;CTD_human;GWASCAT;GWASDB;PSYGENET
219,109900,ALDH1B1,0.727,0.276,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.01,1,2017,2017,1,0,BEFREE
222,11484,ALDH3B2,1,0.069,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2013,2013,1,0,BEFREE;PSYGENET
238,11977,ALK,0.448,0.724,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.3,1,2012,2012,1,0,PSYGENET
348,11448,APOE,0.352,0.931,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.35,0.75,2002,2008,5,0,BEFREE;PSYGENET
353,11448,APRT,0.453,0.724,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.01,1,2005,2005,1,0,BEFREE
367,71991,AR,0.38,0.793,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.32,1,2011,2015,2,0,BEFREE;PSYGENET
391,12733,RHOG,1,0.069,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.1,,2014,2014,1,1,GWASDB
410,12836,ARSA,0.547,0.724,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.33,1,1984,2002,4,0,BEFREE;PSYGENET
460,12896,ASTN1,0.815,0.138,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2012,2012,1,0,BEFREE;PSYGENET
551,13616,AVP,0.486,0.759,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.1,0.945945945945946,1989,2016,37,0,BEFREE
627,13872,BDNF,0.382,0.828,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.4,0.4,2005,2015,18,4,BEFREE;PSYGENET
635,13872,BHMT,0.616,0.483,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.3,1,2015,2015,1,0,PSYGENET
667,14071,DST,0.611,0.724,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.01,1,1989,1989,1,0,BEFREE
796,14343,CALCA,0.456,0.828,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.01,1,2004,2004,1,0,BEFREE;PSYGENET
814,14635,CAMK4,0.659,0.621,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.02,1,2008,2018,2,0,BEFREE;PSYGENET
815,14635,CAMK2A,0.672,0.31,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2014,2014,1,0,BEFREE;PSYGENET
833,14430,CARS,0.773,0.345,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.3,1,2011,2011,1,0,PSYGENET
847,74185,CAT,0.397,0.828,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.32,1,1996,2015,3,0,BEFREE;PSYGENET
885,14527,CCK,0.513,0.655,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.34,0.5,1998,2005,5,0,BEFREE;PSYGENET
886,14527,CCKAR,0.642,0.31,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.53,0.8,1999,2005,6,0,BEFREE;CTD_human;PSYGENET
887,14527,CCKBR,0.579,0.448,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.01,1,2003,2003,1,0,BEFREE
958,104174,CD40,0.433,0.862,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.01,1,2008,2008,1,0,BEFREE
1003,14751,CDH5,0.656,0.448,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.3,1,2013,2013,1,0,PSYGENET
1006,14751,CDH8,0.815,0.276,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.3,1,2013,2013,1,0,PSYGENET
1007,14751,CDH9,0.834,0.207,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.3,1,2013,2013,1,0,PSYGENET
1008,14751,CDH10,0.799,0.207,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.3,1,2013,2013,1,0,PSYGENET
1009,14751,CDH11,0.561,0.724,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2012,2013,2,0,BEFREE;PSYGENET
1010,14751,CDH12,0.815,0.276,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.3,0.5,2012,2013,2,0,PSYGENET
1012,14751,CDH13,0.529,0.793,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2009,2013,3,0,BEFREE;PSYGENET
1013,14751,CDH15,0.696,0.517,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.3,1,2013,2013,1,0,PSYGENET
1016,14751,CDH18,0.928,0.103,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.3,1,2013,2013,1,0,PSYGENET
1080,97212,CFTR,0.453,0.793,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.3,1,1998,1998,1,0,PSYGENET
1109,15233,AKR1C4,0.659,0.586,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2012,2012,1,0,BEFREE;PSYGENET
1121,15288,CHM,0.663,0.379,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.01,1,2005,2005,1,0,BEFREE
1129,15288,CHRM2,0.596,0.586,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.39,1,2005,2014,10,3,BEFREE;LHGDN;PSYGENET
1136,15288,CHRNA3,0.584,0.448,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.53,1,2009,2014,4,2,BEFREE;CTD_human;PSYGENET
1137,15356,CHRNA4,0.521,0.586,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.32,1,2005,2013,4,0,BEFREE;PSYGENET
1138,15356,CHRNA5,0.598,0.414,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.55,1,2009,2013,5,2,BEFREE;CTD_human;PSYGENET
1142,15356,CHRNB3,0.727,0.207,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2014,2014,1,1,BEFREE;PSYGENET
1143,15356,CHRNB4,0.642,0.345,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.33,1,2009,2012,3,0,BEFREE;PSYGENET
1268,16449,CNR1,0.47,0.69,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.37,1,2002,2015,8,1,BEFREE;PSYGENET
1269,16449,CNR2,0.554,0.621,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2008,2008,1,2,BEFREE;PSYGENET
1312,268482,COMT,0.426,0.897,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.4,0.956521739130435,1999,2016,23,1,BEFREE;CTD_human;LHGDN
1385,15450,CREB1,0.494,0.793,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.33,1,2008,2016,4,0,BEFREE;PSYGENET
1392,16956,CRH,0.456,0.759,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.34,1,2004,2013,6,0,BEFREE;PSYGENET
1393,16956,CRHBP,0.701,0.345,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.32,1,2009,2012,3,0,BEFREE;PSYGENET
1394,16956,CRHR1,0.545,0.69,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.4,1,2005,2016,12,3,BEFREE;PSYGENET
1398,16956,CRK,0.486,0.862,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.01,1,2009,2009,1,0,BEFREE
1432,12265,MAPK14,0.449,0.862,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.01,1,2009,2009,1,0,BEFREE
1496,17921,CTNNA2,0.785,0.207,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2014,2014,1,0,BEFREE;PSYGENET
1548,19206,CYP2A6,0.546,0.69,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.01,1,2011,2011,1,0,BEFREE
1553,19206,CYP2A13,0.681,0.379,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2013,2013,1,0,BEFREE;PSYGENET
1555,17986,CYP2B6,0.437,0.828,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.3,1,2003,2006,2,0,PSYGENET
1571,18015,CYP2E1,0.473,0.759,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.6,1,1995,2015,21,0,BEFREE;CTD_human;LHGDN;PSYGENET
1621,53885,DBH,0.557,0.621,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.39,1,1983,2015,10,1,BEFREE;PSYGENET
1622,53885,DBI,0.727,0.414,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.01,,2008,2008,1,0,LHGDN
1636,18242,ACE,0.367,0.897,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.32,1,2005,2013,3,0,BEFREE;PSYGENET
1808,54128,DPYSL2,0.63,0.517,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2014,2014,1,0,BEFREE;PSYGENET
1812,54128,DRD1,0.555,0.517,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.33,0.8,2003,2015,6,1,BEFREE;LHGDN;PSYGENET
1813,54128,DRD2,0.454,0.724,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.4,0.8,1990,2017,145,2,BEFREE;LHGDN;PSYGENET
1814,54128,DRD3,0.527,0.552,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.4,0.8,1996,2015,12,1,BEFREE;LHGDN;PSYGENET
1815,54128,DRD4,0.536,0.414,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.4,1,1995,2016,16,0,BEFREE;PSYGENET
1822,54128,ATN1,0.442,0.828,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.01,1,1985,1985,1,0,BEFREE
1850,19044,DUSP8,0.857,0.207,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.01,1,2004,2004,1,1,BEFREE;PSYGENET
1892,19226,ECHS1,0.69,0.379,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.3,1,2015,2015,1,0,PSYGENET
1910,19286,EDNRB,0.492,0.793,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.01,1,2012,2012,1,0,BEFREE
1950,110391,EGF,0.386,0.897,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.3,0.5,2009,2010,2,0,PSYGENET
1956,110391,EGFR,0.325,0.862,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2007,2016,2,0,BEFREE;PSYGENET
1993,20147,ELAVL2,0.6,0.621,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.01,1,2014,2014,1,0,BEFREE
2004,110880,ELK3,0.592,0.655,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.01,1,2003,2003,1,0,BEFREE
2030,20495,SLC29A1,0.604,0.586,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2011,2011,2,0,BEFREE;PSYGENET
2033,20495,EP300,0.489,0.828,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.3,1,1993,1993,1,0,PSYGENET
2046,20497,EPHA8,0.656,0.414,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.3,1,2004,2004,1,0,PSYGENET
2052,20595,EPHX1,0.51,0.759,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2013,2013,1,0,BEFREE;PSYGENET
2131,21823,EXT1,0.577,0.655,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.01,1,2015,2015,1,0,BEFREE
2169,22017,FABP2,0.645,0.414,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2000,2000,1,0,BEFREE;PSYGENET
2185,22095,PTK2B,0.502,0.69,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2004,2004,1,0,BEFREE;PSYGENET
2264,238055,FGFR4,0.507,0.655,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.01,1,2004,2004,1,0,BEFREE
2289,57279,FKBP5,0.572,0.655,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.3,1,2010,2010,1,0,PSYGENET
2316,12374,FLNA,0.456,0.793,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.02,1,1989,1995,2,0,BEFREE
2335,12662,FN1,0.399,0.828,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.01,1,2007,2007,1,0,BEFREE
2348,12751,FOLR1,0.557,0.724,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.3,1,2008,2008,1,0,PSYGENET
2488,16184,FSHB,0.648,0.483,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.3,,1996,1996,1,0,CTD_human
2534,18472,FYN,0.594,0.621,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.32,1,2000,2009,2,0,BEFREE;PSYGENET
2550,17855,GABBR1,0.633,0.552,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.54,0.5,1999,2016,7,2,BEFREE;CTD_human;PSYGENET
2554,17855,GABRA1,0.596,0.414,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.33,0.666666666666667,2003,2010,3,0,BEFREE;PSYGENET
2555,17855,GABRA2,0.663,0.207,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.6,0.8,2004,2016,50,4,BEFREE;CTD_human;PSYGENET
2558,17855,GABRA5,0.652,0.276,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2003,2003,1,0,BEFREE;PSYGENET
2559,17970,GABRA6,0.672,0.379,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.33,0.666666666666667,1999,2005,3,0,BEFREE;PSYGENET
2560,17970,GABRB1,0.696,0.345,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.34,1,1999,2006,5,0,BEFREE;PSYGENET
2561,17970,GABRB2,0.743,0.276,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.32,0.666666666666667,2005,2010,3,2,BEFREE;PSYGENET
2562,17970,GABRB3,0.572,0.517,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.34,1,1999,2013,4,0,BEFREE;PSYGENET
2565,17970,GABRG1,0.785,0.172,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.33,1,2008,2014,4,0,BEFREE;PSYGENET
2566,17970,GABRG2,0.6,0.31,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.52,1,2005,2015,3,0,BEFREE;CTD_human;PSYGENET
2567,17970,GABRG3,0.752,0.345,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.32,1,2004,2016,2,0,BEFREE;PSYGENET
2569,18010,GABRR1,0.834,0.103,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2010,2010,1,0,BEFREE;PSYGENET
2570,18010,GABRR2,0.815,0.103,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2010,2010,1,0,BEFREE;PSYGENET
2571,18010,GAD1,0.542,0.724,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.34,1,1988,2014,5,0,BEFREE;PSYGENET
2572,18010,GAD2,0.557,0.621,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.03,0.666666666666667,2006,2009,3,1,BEFREE;PSYGENET
2587,67041,GALR1,0.713,0.207,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.01,0,2007,2007,1,0,BEFREE;PSYGENET
2596,67041,GAP43,0.624,0.517,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2006,2006,1,0,BEFREE;PSYGENET
2597,67041,GAPDH,0.484,0.793,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2010,2010,1,0,BEFREE;PSYGENET
2626,18810,GATA4,0.482,0.724,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.33,1,2012,2014,3,1,BEFREE;CTD_human
2678,20494,GGT1,0.557,0.759,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2000,2003,2,0,BEFREE;CTD_human
2688,20494,GH1,0.438,0.793,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.33,1,1991,2010,5,1,BEFREE;PSYGENET
2693,20655,GHSR,0.565,0.621,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.3,,2014,2014,1,0,CTD_human
2736,211389,GLI2,0.504,0.759,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.3,1,2009,2009,1,0,PSYGENET
2740,211389,GLP1R,0.598,0.586,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.01,1,2016,2016,1,0,BEFREE
2752,21410,GLUL,0.557,0.586,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.33,1,2006,2010,3,0,BEFREE;PSYGENET
2784,12021,GNB3,0.533,0.724,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.01,1,2007,2007,1,1,BEFREE;PSYGENET
2869,22589,GRK5,0.642,0.621,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.1,,2018,2018,1,1,GWASCAT
2897,12961,GRIK1,0.642,0.345,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.32,1,2010,2016,2,1,BEFREE;PSYGENET
2899,12961,GRIK3,0.727,0.379,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.32,0.5,2006,2013,2,0,BEFREE;PSYGENET
2902,12961,GRIN1,0.63,0.448,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.34,1,2003,2013,4,0,BEFREE;LHGDN;PSYGENET
2903,12961,GRIN2A,0.577,0.414,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.34,1,2008,2016,5,1,BEFREE;PSYGENET
2904,12961,GRIN2B,0.561,0.483,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.38,0.8,2003,2015,8,4,BEFREE;LHGDN;PSYGENET
2905,12961,GRIN2C,0.815,0.172,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.01,1,2016,2016,1,0,BEFREE
2911,58992,GRM1,0.555,0.586,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.3,1,2014,2014,1,0,PSYGENET
2912,58992,GRM2,0.645,0.414,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2013,2013,1,0,BEFREE;PSYGENET
2913,58992,GRM3,0.627,0.414,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2014,2014,1,0,BEFREE;PSYGENET
2915,14061,GRM5,0.559,0.483,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.02,0.5,2008,2016,2,0,BEFREE
2917,14061,GRM7,0.659,0.414,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2013,2013,1,0,BEFREE;PSYGENET
2918,14061,GRM8,0.672,0.345,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.32,1,2009,2016,2,0,BEFREE;PSYGENET
2936,99571,GSR,0.548,0.759,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.01,,2003,2003,1,0,LHGDN
2937,99571,GSS,0.648,0.586,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.1,,2014,2014,1,1,GWASDB
2944,14308,GSTM1,0.403,0.828,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.01,0,2004,2010,2,0,BEFREE;PSYGENET
2952,14308,GSTT1,0.419,0.862,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.01,0,2010,2010,1,0,BEFREE
2993,16514,GYPA,0.58,0.759,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.02,1,1989,1995,2,0,BEFREE
2994,16514,GYPB,0.676,0.655,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.02,1,1989,1995,2,0,BEFREE
2996,22359,GYPE,0.681,0.621,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.02,1,1989,1995,2,0,BEFREE
3035,18416,HARS,0.609,0.655,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.01,1,1985,1985,1,0,BEFREE
3064,227099,HTT,0.579,0.517,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.01,1,2003,2003,1,0,BEFREE
3066,227099,HDAC2,0.534,0.759,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.3,1,2014,2014,1,0,PSYGENET
3106,20597,HLA-B,0.423,0.828,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.01,1,1990,1990,1,0,BEFREE
3122,21405,HLA-DRA,0.616,0.69,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2013,2013,1,0,BEFREE;PSYGENET
3146,22084,HMGB1,0.433,0.828,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2014,2014,1,0,BEFREE;PSYGENET
