geneId,msEntrez,geneSymbol,DSI,DPI,diseaseId,diseaseName,diseaseType,diseaseClass,diseaseSemanticType,score,EI,YearInitial,YearFinal,NofPmids,source
2911,58992,GRM1,0.555,0.586,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.3,1,2014,2014,1,PSYGENET
2912,58992,GRM2,0.645,0.414,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2013,2013,1,PSYGENET
2913,58992,GRM3,0.627,0.414,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2014,2014,1,PSYGENET
2917,14061,GRM7,0.659,0.414,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2013,2013,1,PSYGENET
2918,14061,GRM8,0.672,0.345,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.32,1,2009,2016,1,PSYGENET
2944,14308,GSTM1,0.403,0.828,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.01,0,2004,2010,2,PSYGENET
3066,227099,HDAC2,0.534,0.759,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.3,1,2014,2014,1,PSYGENET
3122,21405,HLA-DRA,0.616,0.69,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2013,2013,1,PSYGENET
3146,22084,HMGB1,0.433,0.828,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2014,2014,1,PSYGENET
3176,22178,HNMT,0.642,0.483,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.33,1,2005,2011,3,PSYGENET
3350,12475,HTR1A,0.529,0.621,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.36,1,1999,2013,5,PSYGENET
3351,12475,HTR1B,0.565,0.483,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.4,1,1998,2012,5,PSYGENET
3356,21354,HTR2A,0.488,0.759,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.59,1,1999,2014,5,PSYGENET
3358,21354,HTR2C,0.579,0.414,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.36,0.2,1999,2004,5,PSYGENET
3359,21354,HTR3A,0.639,0.31,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.33,0.75,2009,2013,4,PSYGENET
3363,21354,HTR7,0.607,0.379,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.33,1,2011,2015,2,PSYGENET
3552,17972,IL1A,0.366,0.931,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.02,0.5,2005,2010,1,PSYGENET
3553,16409,IL1B,0.312,0.931,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.33,0.75,2005,2010,4,PSYGENET
3554,16409,IL1R1,0.564,0.828,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.01,0,2005,2005,1,PSYGENET
3557,16409,IL1RN,0.398,0.897,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.32,1,2001,2005,2,PSYGENET
3569,12043,IL6,0.287,0.966,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.32,0.5,2009,2012,2,PSYGENET
3576,20656,CXCL8,0.342,0.862,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.01,0,2009,2009,1,PSYGENET
3586,20656,IL10,0.32,0.931,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.33,0.6666667,2008,2011,3,PSYGENET
3605,14782,IL17A,0.391,0.862,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.3,1,2001,2001,1,PSYGENET
3763,269378,KCNJ6,0.659,0.483,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.41,1,2012,2014,2,PSYGENET
3839,12039,KPNA3,0.815,0.207,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2013,2013,1,PSYGENET
3952,12640,LEP,0.4,0.793,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2015,2015,1,PSYGENET
4128,13371,MAOA,0.497,0.655,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.4,1,1995,2016,5,PSYGENET
4129,13490,MAOB,0.575,0.724,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.39,1,1994,2015,5,PSYGENET
4155,14164,MBP,0.542,0.793,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.3,1,2015,2015,1,PSYGENET
4313,14814,MMP2,0.373,0.862,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.3,1,2007,2007,1,PSYGENET
4318,14816,MMP9,0.339,0.862,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2007,2010,3,PSYGENET
4336,108069,MOBP,0.707,0.379,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2015,2015,1,PSYGENET
4340,14823,MOG,0.621,0.655,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2015,2015,1,PSYGENET
4524,17313,MTHFR,0.354,0.828,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.35,1,2002,2010,5,PSYGENET
4676,18576,NAP1L4,1,0.069,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.3,1,2011,2011,1,PSYGENET
4684,68263,NCAM1,0.445,0.759,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2008,2013,4,PSYGENET
4761,20020,NEUROD2,0.799,0.172,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.01,1,2011,2011,1,PSYGENET
4790,18976,NFKB1,0.365,0.931,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.35,1,2008,2016,4,PSYGENET
4835,19035,NQO2,0.624,0.448,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2004,2004,1,PSYGENET
4852,19038,NPY,0.469,0.69,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.6,1,2001,2014,6,PSYGENET
4887,19076,NPY2R,0.645,0.379,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.52,1,2009,2011,2,PSYGENET
4889,19076,NPY5R,0.701,0.379,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2006,2009,2,PSYGENET
4898,19109,NRDC,0.762,0.207,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2012,2015,2,PSYGENET
4915,546336,NTRK2,0.514,0.586,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.32,1,2008,2008,1,PSYGENET
4922,546336,NTS,0.557,0.621,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2000,2014,2,PSYGENET
4923,65116,NTSR1,0.598,0.517,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.32,1,2014,2016,1,PSYGENET
4929,65116,NR4A2,0.559,0.586,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.32,1,2002,2013,1,PSYGENET
4985,19224,OPRD1,0.672,0.414,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.33,0.75,2007,2009,4,PSYGENET
4986,19224,OPRK1,0.596,0.483,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.39,0.8,2004,2015,5,PSYGENET
4987,19224,OPRL1,0.743,0.379,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.32,1,2005,2008,3,PSYGENET
4988,19224,OPRM1,0.479,0.759,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.6,0.8,1998,2017,6,PSYGENET
5002,27367,SLC22A18,0.621,0.483,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.3,1,2011,2011,1,PSYGENET
5020,67891,OXT,0.528,0.621,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.3,1,2015,2015,1,PSYGENET
5173,27050,PDYN,0.528,0.414,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.6,0.8,1997,2018,7,PSYGENET
5179,20103,PENK,0.59,0.655,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.01,0,2007,2007,1,PSYGENET
5295,20133,PIK3R1,0.515,0.793,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2008,2009,2,PSYGENET
5443,103733,POMC,0.382,0.862,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.4,0.8,1989,2015,5,PSYGENET
5726,11520,TAS2R38,0.592,0.655,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.54,0.75,1992,2011,4,PSYGENET
5924,11865,RASGRF2,0.773,0.31,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.3,1,2015,2015,1,PSYGENET
5972,12007,REN,0.423,0.759,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.3,1,1991,2010,2,PSYGENET
5981,12013,RFC1,0.614,0.552,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.3,1,2008,2008,1,PSYGENET
5992,21935,RFX4,0.928,0.069,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2012,2012,1,PSYGENET
5999,12075,RGS4,0.685,0.345,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2011,2011,1,PSYGENET
6303,23844,SAT1,0.546,0.759,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2014,2014,1,PSYGENET
6462,110750,SHBG,0.512,0.621,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.5,1,1994,1996,2,PSYGENET
6506,228410,SLC1A2,0.572,0.517,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.32,1,2001,2012,3,PSYGENET
6529,13016,SLC6A1,0.607,0.31,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2004,2016,1,PSYGENET
6530,13016,SLC6A2,0.534,0.724,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.33,0.8,2000,2012,5,PSYGENET
6531,13016,SLC6A3,0.484,0.69,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.4,1,1995,2016,5,PSYGENET
6532,13016,SLC6A4,0.446,0.724,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.6,0.8,1998,2017,7,PSYGENET
6536,13019,SLC6A9,0.701,0.276,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.01,1,2010,2010,1,PSYGENET
6571,64138,SLC18A2,0.575,0.621,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.32,1,2005,2014,3,PSYGENET
6622,110197,SNCA,0.513,0.793,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.56,1,2005,2015,6,PSYGENET
6625,110197,SNRNP70,0.636,0.552,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.32,1,2011,2013,2,PSYGENET
6715,13360,SRD5A1,0.636,0.483,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.32,1,2012,2015,2,PSYGENET
6716,13360,SRD5A2,0.58,0.483,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2013,2013,1,PSYGENET
6863,13478,TAC1,0.473,0.793,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.32,1,2008,2014,3,PSYGENET
6869,13478,TACR1,0.559,0.724,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.55,1,2008,2015,5,PSYGENET
6870,13478,TACR3,0.582,0.552,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.51,1,2008,2008,1,PSYGENET
7021,13643,TFAP2B,0.636,0.552,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2010,2010,1,PSYGENET
7054,209354,TH,0.498,0.759,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.36,0.6,1994,2005,5,PSYGENET
7086,13731,TKT,0.624,0.655,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.32,1,1987,2015,2,PSYGENET
7157,13983,TP53,0.251,0.897,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,1999,2018,2,PSYGENET
7166,58193,TPH1,0.611,0.586,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.34,1,1998,2012,5,PSYGENET
7200,16204,TRH,0.547,0.621,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.35,1,1985,1996,4,PSYGENET
7262,11495,PHLDA2,0.752,0.345,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.3,1,2011,2011,1,PSYGENET
7450,23894,VWF,0.462,0.724,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.3,1,2014,2014,1,PSYGENET
7520,387285,XRCC5,0.575,0.724,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2015,2015,1,PSYGENET
7803,11432,PTP4A1,0.713,0.345,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.32,1,2012,2015,2,PSYGENET
7804,11432,LRP8,0.707,0.207,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2014,2014,1,PSYGENET
7971,235606,GHS,0.713,0.379,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.3,1,2011,2011,1,PSYGENET
8462,12231,KLF11,0.707,0.276,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2010,2010,1,PSYGENET
8484,50908,GALR3,0.762,0.138,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2007,2007,1,PSYGENET
8644,12479,AKR1C3,0.561,0.621,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.32,1,2012,2015,2,PSYGENET
8777,12532,MPDZ,0.645,0.31,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.34,1,2006,2016,4,PSYGENET
8811,12572,GALR2,0.701,0.276,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.01,0,2007,2007,1,PSYGENET
8836,12590,GGH,0.636,0.379,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.3,1,2012,2012,1,PSYGENET
8863,12615,PER3,0.607,0.517,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2012,2012,1,PSYGENET
8910,109791,SGCE,0.633,0.517,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.32,1,2007,2013,2,PSYGENET
9037,69719,SEMA5A,0.685,0.345,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2012,2012,1,PSYGENET
9152,107869,SLC6A5,0.69,0.379,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.01,1,2010,2010,1,PSYGENET
9177,13171,HTR3B,0.696,0.276,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.33,1,2009,2013,4,PSYGENET
9369,13559,NRXN3,0.696,0.379,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2008,2008,1,PSYGENET
9456,13645,HOMER1,0.69,0.241,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.01,1,2010,2010,1,PSYGENET
9531,13829,BAG3,0.558,0.69,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.3,1,2014,2014,1,PSYGENET
9575,14027,CLOCK,0.505,0.897,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.33,1,2008,2011,1,PSYGENET
9607,14062,CARTPT,0.633,0.448,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2004,2014,4,PSYGENET
9674,14134,KIAA0040,0.928,0.138,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.32,1,2012,2015,3,PSYGENET
9705,14173,ST18,0.727,0.448,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.3,1,2014,2014,1,PSYGENET
9709,14173,HERPUD1,0.69,0.483,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2006,2006,1,PSYGENET
10280,15525,SIGMAR1,0.565,0.517,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2004,2004,1,PSYGENET
10327,15902,AKR1A1,0.538,0.759,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.4,1,1993,2016,5,PSYGENET
10399,16197,RACK1,0.611,0.552,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.3,1,2005,2005,1,PSYGENET
10420,16169,TESK2,0.928,0.138,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2012,2012,1,PSYGENET
10438,16322,C1D,0.773,0.276,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2013,2013,1,PSYGENET
10846,70572,PDE10A,0.652,0.483,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2012,2012,1,PSYGENET
11024,94352,LILRA1,1,0.069,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2012,2012,1,PSYGENET
11343,17254,MGLL,0.672,0.448,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.01,1,2007,2007,1,PSYGENET
23174,19337,ZCCHC14,0.834,0.276,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2012,2012,1,PSYGENET
23189,230597,KANK1,0.672,0.448,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2012,2012,1,PSYGENET
23237,66585,ARC,0.636,0.517,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2008,2011,3,PSYGENET
23469,53897,PHF3,0.886,0.103,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.32,1,2012,2015,2,PSYGENET
25976,56044,TIPARP,0.565,0.655,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2012,2012,1,PSYGENET
26047,21683,CNTNAP2,0.582,0.552,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2014,2014,1,PSYGENET
26503,50995,SLC17A5,0.547,0.759,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,1991,1991,1,PSYGENET
26523,56459,AGO1,0.701,0.414,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2015,2015,1,PSYGENET
27123,78416,DKK2,0.656,0.448,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.32,1,2010,2014,1,PSYGENET
27161,102857,AGO2,0.575,0.724,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2015,2015,1,PSYGENET
27255,56720,CNTN6,0.743,0.241,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2012,2012,1,PSYGENET
28232,24064,SLCO3A1,0.762,0.31,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2012,2012,1,PSYGENET
29114,98828,TAGLN3,0.928,0.069,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.3,1,2005,2005,1,PSYGENET
50628,22780,GEMIN4,0.633,0.69,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2015,2015,1,PSYGENET
51083,93872,GAL,0.529,0.759,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.33,1,2006,2012,2,PSYGENET
51194,54427,IPO11,0.886,0.103,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2013,2013,1,PSYGENET
51294,50884,PCDH12,0.785,0.207,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.3,1,2013,2013,1,PSYGENET
51324,53902,SPG21,0.727,0.448,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2000,2000,1,PSYGENET
54360,210108,CYTL1,0.886,0.172,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2012,2012,1,PSYGENET
54970,228536,TTC12,0.799,0.172,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.32,1,2008,2010,3,PSYGENET
55833,223697,UBAP2,1,0.069,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2014,2014,1,PSYGENET
56311,108946,ANKRD7,1,0.069,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2012,2012,1,PSYGENET
56923,225896,NMUR2,0.857,0.207,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.3,1,2012,2012,1,PSYGENET
57001,85031,SDHAF3,0.857,0.103,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.32,1,2008,2015,2,PSYGENET
57453,116891,DSCAML1,0.928,0.138,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2012,2012,1,PSYGENET
57502,66055,NLGN4X,0.743,0.345,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2014,2014,1,PSYGENET
57575,67279,PCDH10,0.648,0.586,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.3,1,2013,2013,1,PSYGENET
57817,235661,HAMP,0.499,0.759,C0001973,"Alcoholic Intoxication, Chronic",disease,C25;F03,Mental or Behavioral Dysfunction,0.31,1,2013,2013,1,PSYGENET
